Data_Pedido,ID_Distribuidor,Regiao_Distribuidor,Porte_Distribuidor,ID_Produto,Categoria_Produto,Teve_Desconto_Volume,Faturado_R$,Volume_Vendido_Lotes
2022-02-12 01:02:40.280140070,DIST_RJ_01,Sudeste,Medio,PROD_C01,Coluna,0,70000.0,2
2022-02-12 16:34:05.822911456,DIST_SP_01,Sudeste,Grande,PROD_Q02,Quadril,0,275000.0,11
2022-02-13 08:05:31.365682841,DIST_BA_01,Nordeste,Grande,PROD_Q02,Quadril,0,275000.0,11
2022-02-13 23:36:56.908454227,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,242000.0,11
2022-02-14 15:08:22.451225613,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,0,176000.0,8
2022-02-15 06:39:47.993996998,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,45000.0,3
2022-02-15 22:11:13.536768384,DIST_AM_01,Norte,Pequeno,PROD_Q01,Quadril,0,110000.0,5
2022-02-16 13:42:39.079539770,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,0,110000.0,5
2022-02-17 05:14:04.622311156,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,490000.0,14
2022-02-17 20:45:30.165082541,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,1,376200.0,18
2022-02-18 12:16:55.707853927,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,0,286000.0,13
2022-02-19 03:48:21.250625313,DIST_MG_01,Sudeste,Medio,PROD_C01,Coluna,0,210000.0,6
2022-02-19 19:19:46.793396698,DIST_SP_01,Sudeste,Grande,PROD_C01,Coluna,0,455000.0,13
2022-02-20 10:51:12.336168084,DIST_RJ_01,Sudeste,Medio,PROD_J01,Joelho,0,75000.0,5
2022-02-21 02:22:37.878939470,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,220000.0,10
2022-02-21 17:54:03.421710855,DIST_AM_01,Norte,Pequeno,PROD_J02,Joelho,0,74000.0,4
2022-02-22 09:25:28.964482241,DIST_AM_01,Norte,Pequeno,PROD_C01,Coluna,0,105000.0,3
2022-02-23 00:56:54.507253627,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,66000.0,3
2022-02-23 16:28:20.050025013,DIST_PR_01,Sul,Medio,PROD_Q02,Quadril,0,175000.0,7
2022-02-24 07:59:45.592796398,DIST_RJ_01,Sudeste,Medio,PROD_P01,Parafusos,0,30000.0,6
2022-02-24 23:31:11.135567784,DIST_RJ_01,Sudeste,Medio,PROD_J01,Joelho,0,90000.0,6
2022-02-25 15:02:36.678339170,DIST_SP_01,Sudeste,Grande,PROD_C01,Coluna,0,350000.0,10
2022-02-26 06:34:02.221110555,DIST_RS_01,Sul,Medio,PROD_C01,Coluna,0,280000.0,8
2022-02-26 22:05:27.763881941,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,110000.0,5
2022-02-27 13:36:53.306653327,DIST_RJ_01,Sudeste,Medio,PROD_J01,Joelho,0,45000.0,3
2022-02-28 05:08:18.849424713,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,0,110000.0,5
2022-02-28 20:39:44.392196098,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,0,44000.0,2
2022-03-01 12:11:09.934967484,DIST_RS_01,Sul,Medio,PROD_J01,Joelho,0,60000.0,4
2022-03-02 03:42:35.477738870,DIST_RJ_01,Sudeste,Medio,PROD_J01,Joelho,0,135000.0,9
2022-03-02 19:14:01.020510255,DIST_MG_01,Sudeste,Medio,PROD_C01,Coluna,0,140000.0,4
2022-03-03 10:45:26.563281641,DIST_BA_01,Nordeste,Grande,PROD_P01,Parafusos,1,95000.0,20
2022-03-04 02:16:52.106053027,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,1,270750.0,19
2022-03-04 17:48:17.648824412,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,1,459800.0,22
2022-03-05 09:19:43.191595798,DIST_AM_01,Norte,Pequeno,PROD_J02,Joelho,0,111000.0,6
2022-03-06 00:51:08.734367184,DIST_SP_01,Sudeste,Grande,PROD_P01,Parafusos,0,55000.0,11
2022-03-06 16:22:34.277138570,DIST_RS_01,Sul,Medio,PROD_Q02,Quadril,0,125000.0,5
2022-03-07 07:53:59.819909955,DIST_RS_01,Sul,Medio,PROD_J01,Joelho,0,45000.0,3
2022-03-07 23:25:25.362681341,DIST_RS_01,Sul,Medio,PROD_P01,Parafusos,0,45000.0,9
2022-03-08 14:56:50.905452727,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,1,316350.0,18
2022-03-09 06:28:16.448224112,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,75000.0,5
2022-03-09 21:59:41.990995498,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,1,631750.0,19
2022-03-10 13:31:07.533766884,DIST_MG_01,Sudeste,Medio,PROD_J01,Joelho,0,165000.0,11
2022-03-11 05:02:33.076538269,DIST_RS_01,Sul,Medio,PROD_C01,Coluna,0,385000.0,11
2022-03-11 20:33:58.619309655,DIST_RJ_01,Sudeste,Medio,PROD_P01,Parafusos,0,40000.0,8
2022-03-12 12:05:24.162081041,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,135000.0,9
2022-03-13 03:36:49.704852426,DIST_RJ_01,Sudeste,Medio,PROD_J02,Joelho,0,203500.0,11
2022-03-13 19:08:15.247623812,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,264000.0,12
2022-03-14 10:39:40.790395198,DIST_MG_01,Sudeste,Medio,PROD_P01,Parafusos,0,10000.0,2
2022-03-15 02:11:06.333166584,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,60000.0,4
2022-03-15 17:42:31.875937969,DIST_AM_01,Norte,Pequeno,PROD_Q01,Quadril,0,176000.0,8
2022-03-16 09:13:57.418709355,DIST_PE_01,Nordeste,Pequeno,PROD_J01,Joelho,0,75000.0,5
2022-03-17 00:45:22.961480741,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,280000.0,8
2022-03-17 16:16:48.504252126,DIST_AM_01,Norte,Pequeno,PROD_Q02,Quadril,0,225000.0,9
2022-03-18 07:48:14.047023512,DIST_SP_01,Sudeste,Grande,PROD_C01,Coluna,1,731500.0,22
2022-03-18 23:19:39.589794898,DIST_MG_01,Sudeste,Medio,PROD_J02,Joelho,0,111000.0,6
2022-03-19 14:51:05.132566283,DIST_PE_01,Nordeste,Pequeno,PROD_J01,Joelho,0,120000.0,8
2022-03-20 06:22:30.675337669,DIST_BA_01,Nordeste,Grande,PROD_J02,Joelho,0,148000.0,8
2022-03-20 21:53:56.218109055,DIST_MG_01,Sudeste,Medio,PROD_J01,Joelho,0,135000.0,9
2022-03-21 13:25:21.760880441,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,1,333925.0,19
2022-03-22 04:56:47.303651826,DIST_PR_01,Sul,Medio,PROD_P01,Parafusos,0,35000.0,7
2022-03-22 20:28:12.846423212,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,0,60000.0,4
2022-03-23 11:59:38.389194598,DIST_AM_01,Norte,Pequeno,PROD_Q02,Quadril,0,75000.0,3
2022-03-24 03:31:03.931965983,DIST_BA_01,Nordeste,Grande,PROD_Q01,Quadril,0,330000.0,15
2022-03-24 19:02:29.474737369,DIST_PR_01,Sul,Medio,PROD_J02,Joelho,0,222000.0,12
2022-03-25 10:33:55.017508755,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,0,92500.0,5
2022-03-26 02:05:20.560280140,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,1,333925.0,19
2022-03-26 17:36:46.103051526,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,175000.0,5
2022-03-27 09:08:11.645822912,DIST_RS_01,Sul,Medio,PROD_J02,Joelho,0,92500.0,5
2022-03-28 00:39:37.188594297,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,154000.0,7
2022-03-28 16:11:02.731365683,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,1,270750.0,19
2022-03-29 07:42:28.274137069,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,75000.0,5
2022-03-29 23:13:53.816908455,DIST_AM_01,Norte,Pequeno,PROD_Q02,Quadril,0,100000.0,4
2022-03-30 14:45:19.359679840,DIST_AM_01,Norte,Pequeno,PROD_C01,Coluna,0,105000.0,3
2022-03-31 06:16:44.902451226,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,490000.0,14
2022-03-31 21:48:10.445222612,DIST_MG_01,Sudeste,Medio,PROD_P01,Parafusos,0,30000.0,6
2022-04-01 13:19:35.987993997,DIST_RS_01,Sul,Medio,PROD_C01,Coluna,0,175000.0,5
2022-04-02 04:51:01.530765383,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,66000.0,3
2022-04-02 20:22:27.073536769,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,242000.0,11
2022-04-03 11:53:52.616308154,DIST_RS_01,Sul,Medio,PROD_P01,Parafusos,0,50000.0,10
2022-04-04 03:25:18.159079540,DIST_BA_01,Nordeste,Grande,PROD_Q02,Quadril,0,200000.0,8
2022-04-04 18:56:43.701850926,DIST_PR_01,Sul,Medio,PROD_J02,Joelho,0,129500.0,7
2022-04-05 10:28:09.244622312,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,70000.0,2
2022-04-06 01:59:34.787393697,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,90000.0,6
2022-04-06 17:31:00.330165083,DIST_PR_01,Sul,Medio,PROD_Q02,Quadril,0,275000.0,11
2022-04-07 09:02:25.872936469,DIST_AM_01,Norte,Pequeno,PROD_J02,Joelho,0,166500.0,9
2022-04-08 00:33:51.415707854,DIST_RS_01,Sul,Medio,PROD_C01,Coluna,0,315000.0,9
2022-04-08 16:05:16.958479240,DIST_MG_01,Sudeste,Medio,PROD_J01,Joelho,0,120000.0,8
2022-04-09 07:36:42.501250626,DIST_BA_01,Nordeste,Grande,PROD_J02,Joelho,1,333925.0,19
2022-04-09 23:08:08.044022011,DIST_RS_01,Sul,Medio,PROD_P01,Parafusos,0,40000.0,8
2022-04-10 14:39:33.586793397,DIST_RS_01,Sul,Medio,PROD_J01,Joelho,0,75000.0,5
2022-04-11 06:10:59.129564783,DIST_PR_01,Sul,Medio,PROD_C01,Coluna,0,385000.0,11
2022-04-11 21:42:24.672336168,DIST_MG_01,Sudeste,Medio,PROD_J02,Joelho,0,37000.0,2
2022-04-12 13:13:50.215107554,DIST_PE_01,Nordeste,Pequeno,PROD_Q01,Quadril,0,132000.0,6
2022-04-13 04:45:15.757878940,DIST_PE_01,Nordeste,Pequeno,PROD_Q02,Quadril,0,125000.0,5
2022-04-13 20:16:41.300650326,DIST_RJ_01,Sudeste,Medio,PROD_Q02,Quadril,0,50000.0,2
2022-04-14 11:48:06.843421711,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,264000.0,12
2022-04-15 03:19:32.386193097,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,30000.0,2
2022-04-15 18:50:57.928964482,DIST_AM_01,Norte,Pequeno,PROD_C01,Coluna,0,210000.0,6
2022-04-16 10:22:23.471735868,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,0,45000.0,3
2022-04-17 01:53:49.014507254,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,30000.0,2
2022-04-17 17:25:14.557278640,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,110000.0,5
2022-04-18 08:56:40.100050026,DIST_AM_01,Norte,Pequeno,PROD_J01,Joelho,0,75000.0,5
2022-04-19 00:28:05.642821412,DIST_PR_01,Sul,Medio,PROD_C01,Coluna,0,105000.0,3
2022-04-19 15:59:31.185592796,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,45000.0,3
2022-04-20 07:30:56.728364182,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,154000.0,7
2022-04-20 23:02:22.271135568,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,105000.0,7
2022-04-21 14:33:47.813906954,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,180000.0,12
2022-04-22 06:05:13.356678340,DIST_RJ_01,Sudeste,Medio,PROD_Q02,Quadril,0,200000.0,8
2022-04-22 21:36:38.899449726,DIST_PE_01,Nordeste,Pequeno,PROD_C01,Coluna,0,315000.0,9
2022-04-23 13:08:04.442221110,DIST_BA_01,Nordeste,Grande,PROD_Q02,Quadril,0,200000.0,8
2022-04-24 04:39:29.984992496,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,0,198000.0,9
2022-04-24 20:10:55.527763882,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,45000.0,3
2022-04-25 11:42:21.070535268,DIST_RS_01,Sul,Medio,PROD_C01,Coluna,0,210000.0,6
2022-04-26 03:13:46.613306654,DIST_AM_01,Norte,Pequeno,PROD_J01,Joelho,0,15000.0,1
2022-04-26 18:45:12.156078040,DIST_BA_01,Nordeste,Grande,PROD_J02,Joelho,0,148000.0,8
2022-04-27 10:16:37.698849426,DIST_AM_01,Norte,Pequeno,PROD_C01,Coluna,0,70000.0,2
2022-04-28 01:48:03.241620810,DIST_PE_01,Nordeste,Pequeno,PROD_J02,Joelho,0,111000.0,6
2022-04-28 17:19:28.784392196,DIST_MG_01,Sudeste,Medio,PROD_Q01,Quadril,0,88000.0,4
2022-04-29 08:50:54.327163582,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,45000.0,3
2022-04-30 00:22:19.869934968,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,385000.0,11
2022-04-30 15:53:45.412706354,DIST_MG_01,Sudeste,Medio,PROD_Q02,Quadril,0,175000.0,7
2022-05-01 07:25:10.955477740,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,132000.0,6
2022-05-01 22:56:36.498249126,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,66000.0,3
2022-05-02 14:28:02.041020510,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,132000.0,6
2022-05-03 05:59:27.583791896,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,120000.0,8
2022-05-03 21:30:53.126563282,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,1,285000.0,20
2022-05-04 13:02:18.669334668,DIST_SP_01,Sudeste,Grande,PROD_Q02,Quadril,1,546250.0,23
2022-05-05 04:33:44.212106054,DIST_MG_01,Sudeste,Medio,PROD_P01,Parafusos,0,15000.0,3
2022-05-05 20:05:09.754877440,DIST_PR_01,Sul,Medio,PROD_C01,Coluna,0,315000.0,9
2022-05-06 11:36:35.297648824,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,1,397100.0,19
2022-05-07 03:08:00.840420210,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,198000.0,9
2022-05-07 18:39:26.383191596,DIST_RJ_01,Sudeste,Medio,PROD_Q01,Quadril,0,88000.0,4
2022-05-08 10:10:51.925962982,DIST_BA_01,Nordeste,Grande,PROD_P01,Parafusos,0,50000.0,10
2022-05-09 01:42:17.468734368,DIST_AM_01,Norte,Pequeno,PROD_Q01,Quadril,0,176000.0,8
2022-05-09 17:13:43.011505754,DIST_MG_01,Sudeste,Medio,PROD_J01,Joelho,0,30000.0,2
2022-05-10 08:45:08.554277140,DIST_RS_01,Sul,Medio,PROD_Q01,Quadril,0,44000.0,2
2022-05-11 00:16:34.097048524,DIST_PE_01,Nordeste,Pequeno,PROD_J01,Joelho,0,135000.0,9
2022-05-11 15:47:59.639819910,DIST_MG_01,Sudeste,Medio,PROD_J01,Joelho,0,45000.0,3
2022-05-12 07:19:25.182591296,DIST_PR_01,Sul,Medio,PROD_Q02,Quadril,0,125000.0,5
2022-05-12 22:50:50.725362682,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,0,154000.0,7
2022-05-13 14:22:16.268134068,DIST_PE_01,Nordeste,Pequeno,PROD_C01,Coluna,0,210000.0,6
2022-05-14 05:53:41.810905454,DIST_SP_01,Sudeste,Grande,PROD_Q01,Quadril,0,220000.0,10
2022-05-14 21:25:07.353676838,DIST_RS_01,Sul,Medio,PROD_P01,Parafusos,0,10000.0,2
2022-05-15 12:56:32.896448224,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,242000.0,11
2022-05-16 04:27:58.439219610,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,1,316350.0,18
2022-05-16 19:59:23.981990996,DIST_MG_01,Sudeste,Medio,PROD_C01,Coluna,0,210000.0,6
2022-05-17 11:30:49.524762382,DIST_RJ_01,Sudeste,Medio,PROD_J01,Joelho,0,150000.0,10
2022-05-18 03:02:15.067533768,DIST_AM_01,Norte,Pequeno,PROD_C01,Coluna,0,315000.0,9
2022-05-18 18:33:40.610305154,DIST_RS_01,Sul,Medio,PROD_Q02,Quadril,0,50000.0,2
2022-05-19 10:05:06.153076538,DIST_SP_01,Sudeste,Grande,PROD_J02,Joelho,0,55500.0,3
2022-05-20 01:36:31.695847924,DIST_MG_01,Sudeste,Medio,PROD_Q01,Quadril,0,88000.0,4
2022-05-20 17:07:57.238619310,DIST_AM_01,Norte,Pequeno,PROD_P01,Parafusos,0,5000.0,1
2022-05-21 08:39:22.781390696,DIST_BA_01,Nordeste,Grande,PROD_J02,Joelho,0,185000.0,10
2022-05-22 00:10:48.324162082,DIST_SP_01,Sudeste,Grande,PROD_J01,Joelho,0,165000.0,11
2022-05-22 15:42:13.866933468,DIST_SP_01,Sudeste,Grande,PROD_P01,Parafusos,0,40000.0,8
2022-05-23 07:13:39.409704852,DIST_MG_01,Sudeste,Medio,PROD_C01,Coluna,0,175000.0,5
2022-05-23 22:45:04.952476238,DIST_AM_01,Norte,Pequeno,PROD_J02,Joelho,0,166500.0,9
2022-05-24 14:16:30.495247624,DIST_RJ_01,Sudeste,Medio,PROD_C01,Coluna,0,175000.0,5
2022-05-25 05:47:56.038019010,DIST_RS_01,Sul,Medio,PROD_J02,Joelho,0,148000.0,8
2022-05-25 21:19:21.580790396,DIST_BA_01,Nordeste,Grande,PROD_P01,Parafusos,0,60000.0,12
2022-05-26 12:50:47.123561782,DIST_PE_01,Nordeste,Pequeno,PROD_Q01,Quadril,0,132000.0,6
2022-05-27 04:22:12.666333168,DIST_RS_01,Sul,Medio,PROD_J02,Joelho,0,222000.0,12
2022-05-27 19:53:38.209104552,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,0,225000.0,15
2022-05-28 11:25:03.751875938,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,110000.0,5
2022-05-29 02:56:29.294647324,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,88000.0,4
2022-05-29 18:27:54.837418710,DIST_AM_01,Norte,Pequeno,PROD_J01,Joelho,0,90000.0,6
2022-05-30 09:59:20.380190096,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,0,30000.0,2
2022-05-31 01:30:45.922961482,DIST_RS_01,Sul,Medio,PROD_J01,Joelho,0,30000.0,2
2022-05-31 17:02:11.465732868,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,242000.0,11
2022-06-01 08:33:37.008504252,DIST_BA_01,Nordeste,Grande,PROD_C01,Coluna,0,210000.0,6
2022-06-02 00:05:02.551275638,DIST_BA_01,Nordeste,Grande,PROD_J01,Joelho,0,105000.0,7
2022-06-02 15:36:28.094047024,DIST_PR_01,Sul,Medio,PROD_J01,Joelho,0,150000.0,10
2022-06-03 07:07:53.636818410,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,198000.0,9
2022-06-03 22:39:19.179589796,DIST_BA_01,Nordeste,Grande,PROD_Q02,Quadril,0,375000.0,15
2022-06-04 14:10:44.722361182,DIST_PR_01,Sul,Medio,PROD_Q01,Quadril,0,242000.0,11
2022-06-05 05:42:10.265132566,DIST_MG_01,Sudeste,Medio,PROD_Q01,Quadril,0,132000.0,6
2022-06-05 21:13:35.807903952,DIST_AM_01,Norte,Pequeno,PROD_J02,Joelho,0,74000.0,4
